,headline,url,date
43,Satellite imagery reveals new penguin colonies in Antarctica,//www.cnn.com/2020/08/05/world/penguins-antarctica-satellite-scn-scli-intl/index.html,"Aug 5, 2020"
44,More than 50% of the US population is now under the age of 40,//www.cnn.com/2020/08/04/us/millennials-outnumber-boomers-trnd/index.html,"Aug 4, 2020"
45,Why do we still have The Bomb?,//www.cnn.com/2020/08/04/opinions/nuclear-weapons-the-bomb-hiroshima-nagasaki-perry-collina/index.html,"Aug 4, 2020"
46,How the hard lesson of Covid could help gorillas,//www.cnn.com/2020/07/31/opinions/gorillas-conservation-covid-pandemic-stoinski/index.html,"Jul 31, 2020"
47,"For some environmentalists, 'I can't breathe' is about more than police brutality",//www.cnn.com/2020/06/27/us/environmental-racism-explainer-trnd/index.html,"Jun 27, 2020"
48,Analysis: One big reason it was so enraging to watch Trump's interview with Axios,//www.cnn.com/2020/08/04/media/axios-trump-jonathan-swan-interview/index.html,"Aug 4, 2020"
49,BP will slash oil production by 40% and pour billions into green energy,//www.cnn.com/2020/08/04/business/bp-oil-clean-energy/index.html,"Aug 4, 2020"
50,Why facing our feelings is essential for tackling our climate crisis,//www.cnn.com/2020/04/23/opinions/climate-crisis-psychology-lertzman/index.html,"Apr 23, 2020"
51,"Undeterred by potential Trump ban, outside digital organizers rally enthusiasm for Joe Biden on TikTok",//www.cnn.com/2020/08/05/politics/digital-organizers-tiktok-biden/index.html,"Aug 5, 2020"
52,Explorer's mission to photograph a century of climate change in Patagonia,//www.cnn.com/2020/08/04/americas/cristian-donoso-patagonia-climate-change-spc-c2e-intl-scn/index.html,"Aug 4, 2020"
53,Satellite imagery reveals new penguin colonies in Antarctica,//www.cnn.com/2020/08/05/world/penguins-antarctica-satellite-scn-scli-intl/index.html,"Aug 5, 2020"
54,More than 50% of the US population is now under the age of 40,//www.cnn.com/2020/08/04/us/millennials-outnumber-boomers-trnd/index.html,"Aug 4, 2020"
55,Why do we still have The Bomb?,//www.cnn.com/2020/08/04/opinions/nuclear-weapons-the-bomb-hiroshima-nagasaki-perry-collina/index.html,"Aug 4, 2020"
56,How the hard lesson of Covid could help gorillas,//www.cnn.com/2020/07/31/opinions/gorillas-conservation-covid-pandemic-stoinski/index.html,"Jul 31, 2020"
57,"For some environmentalists, 'I can't breathe' is about more than police brutality",//www.cnn.com/2020/06/27/us/environmental-racism-explainer-trnd/index.html,"Jun 27, 2020"
58,Analysis: One big reason it was so enraging to watch Trump's interview with Axios,//www.cnn.com/2020/08/04/media/axios-trump-jonathan-swan-interview/index.html,"Aug 4, 2020"
59,BP will slash oil production by 40% and pour billions into green energy,//www.cnn.com/2020/08/04/business/bp-oil-clean-energy/index.html,"Aug 4, 2020"
60,"In Colombia, scientists are finding new species in uncharted territory",//www.cnn.com/2020/07/30/americas/mauricio-diazgranados-colombia-biodiversity-c2e-spc/index.html,"Jul 30, 2020"
61,Trump meets with family of Vanessa Guillen and pledges to help,//www.cnn.com/2020/07/30/politics/vanessa-guillen-family-donald-trump/index.html,"Jul 30, 2020"
62,These historically Black universities just got their biggest ever financial gifts all thanks to one generous donor,//www.cnn.com/2020/07/29/us/hbcus-largest-donation-history-mackenzie-scott-trnd/index.html,"Jul 29, 2020"
63,Army names independent panel to review Fort Hood following Vanessa Guillen's killing,//www.cnn.com/2020/07/30/us/fort-hood-independent-review-vanessa-guillen/index.html,"Jul 30, 2020"
64,July 29 coronavirus news,//www.cnn.com/world/live-news/coronavirus-pandemic-07-29-20-intl/index.html,"Jul 28, 2020"
65,Middle East grapples with heatwave during Eid and Coronavirus pandemic,//www.cnn.com/2020/07/30/middleeast/middle-east-heatwave-intl/index.html,"Jul 30, 2020"
66,Jeff Bezos Fast Facts,//www.cnn.com/2013/04/05/us/jeff-bezos-fast-facts/index.html,"Apr 5, 2013"
67,"Flooding from sea level rise could cost our planet $14.2 trillion, study says",//www.cnn.com/2020/07/30/weather/coastal-flooding-sea-level-rise-study-intl-hnk/index.html,"Jul 30, 2020"
68,Biden's climate plan won praise from progressives. Now he needs their votes.,//www.cnn.com/2020/07/30/politics/joe-biden-climate/index.html,"Jul 30, 2020"
69,Is Zac Efron's Netflix travel series 'Down to Earth' worth watching?,//www.cnn.com/travel/article/zac-efron-netflix-travel-show/index.html,"Jul 29, 2020"
70,"In Colombia, scientists are finding new species in uncharted territory",//www.cnn.com/2020/07/30/americas/mauricio-diazgranados-colombia-biodiversity-c2e-spc/index.html,"Jul 30, 2020"
71,Trump meets with family of Vanessa Guillen and pledges to help,//www.cnn.com/2020/07/30/politics/vanessa-guillen-family-donald-trump/index.html,"Jul 30, 2020"
72,These historically Black universities just got their biggest ever financial gifts all thanks to one generous donor,//www.cnn.com/2020/07/29/us/hbcus-largest-donation-history-mackenzie-scott-trnd/index.html,"Jul 29, 2020"
73,Army names independent panel to review Fort Hood following Vanessa Guillen's killing,//www.cnn.com/2020/07/30/us/fort-hood-independent-review-vanessa-guillen/index.html,"Jul 30, 2020"
74,July 29 coronavirus news,//www.cnn.com/world/live-news/coronavirus-pandemic-07-29-20-intl/index.html,"Jul 28, 2020"
75,Middle East grapples with heatwave during Eid and Coronavirus pandemic,//www.cnn.com/2020/07/30/middleeast/middle-east-heatwave-intl/index.html,"Jul 30, 2020"
76,Jeff Bezos Fast Facts,//www.cnn.com/2013/04/05/us/jeff-bezos-fast-facts/index.html,"Apr 5, 2013"
77,"Flooding from sea level rise could cost our planet $14.2 trillion, study says",//www.cnn.com/2020/07/30/weather/coastal-flooding-sea-level-rise-study-intl-hnk/index.html,"Jul 30, 2020"
78,Biden's climate plan won praise from progressives. Now he needs their votes.,//www.cnn.com/2020/07/30/politics/joe-biden-climate/index.html,"Jul 30, 2020"
79,Is Zac Efron's Netflix travel series 'Down to Earth' worth watching?,//www.cnn.com/travel/article/zac-efron-netflix-travel-show/index.html,"Jul 29, 2020"
80,Hong Kong's vast $3.8 billion rain-tunnel network,//www.cnn.com/style/article/hong-kong-tunnels-climate-crisis-intl-hnk-dst/index.html,"Jul 25, 2020"
81,Scientists dive deep to explore mysterious 'blue hole' on the Florida seabed,//www.cnn.com/2020/07/25/us/blue-hole-florida-coast-scn-trnd/index.html,"Jul 25, 2020"
82,The latest on the coronavirus pandemic,//www.cnn.com/world/live-news/coronavirus-pandemic-07-24-20-intl/index.html,"Jul 23, 2020"
83,'Radioactive' and 'Tesla' celebrate science through the lens of its pioneers,//www.cnn.com/2020/07/24/entertainment/radioactive-tesla-review/index.html,"Jul 24, 2020"
84,July 23 coronavirus news,//www.cnn.com/world/live-news/coronavirus-pandemic-07-23-20-intl/index.html,"Jul 22, 2020"
85,Manchin calls 'bulls---' on Democrats' push to eliminate Senate filibuster,//www.cnn.com/2020/07/22/politics/joe-manchin-filibuster-response/index.html,"Jul 22, 2020"
86,"How mosquitoes evolved to be attracted to humans, and what that means for the future",//www.cnn.com/2020/07/23/health/mosquitoes-attraction-humans-future-wellness-scn/index.html,"Jul 23, 2020"
87,"North Korea 'ghost ships' washed up in Japan because of China's 'dark' fishing fleet, NGO says",//www.cnn.com/2020/07/23/asia/north-korea-ghost-ships-intl-hnk/index.html,"Jul 23, 2020"
88,July 22 coronavirus news,//www.cnn.com/world/live-news/coronavirus-pandemic-07-22-20-intl/index.html,"Jul 21, 2020"
89,"They were trying to save a species. Instead, scientists created a fish that's part sturgeon, part paddlefish, all accident",//www.cnn.com/2020/07/21/world/sturddlefish-paddlefish-sturgeon-hybrid-scn-trnd/index.html,"Jul 21, 2020"
90,The world's biggest brands have a garbage problem. This man can help,//www.cnn.com/2019/10/10/business/loop-tom-szaky-risk-takers/index.html,"Oct 10, 2019"
91,"Malaysia finds 1,800 tonnes of illegal toxic waste dumped at port",//www.cnn.com/2020/07/20/asia/malaysia-waste-dumping-intl-hnk-scli/index.html,"Jul 20, 2020"
92,4 new products that show Corporate America is getting serious about climate change,//www.cnn.com/2020/07/18/business/new-environmentally-friendly-products/index.html,"Jul 18, 2020"
93,How Justin Trudeau's latest ethics scandal could spell the end of his career,//www.cnn.com/2020/07/17/opinions/trudeaus-ethics-scandal-pandemic-we-charity-bociurkiw/index.html,"Jul 17, 2020"
94,Britain might like to follow Trump's lead on China. But it's hardly in a position to call the shots,//www.cnn.com/2020/07/18/uk/britain-trump-china-intl-gbr/index.html,"Jul 18, 2020"
95,"From farmed mink to your pet cat, here's what we know about coronavirus and animals",//www.cnn.com/2020/07/17/health/animals-coronavirus-infection-explained-intl/index.html,"Jul 17, 2020"
96,This camera could let us see climate change in a new way,//www.cnn.com/2020/07/17/opinions/millennium-camera-keats-sutter/index.html,"Jul 17, 2020"
97,"Brazil's beef and soy exports to the EU linked to illegal deforestation, study finds",//www.cnn.com/2020/07/16/americas/brazil-deforestation-soy-beef-eu-intl-hnk/index.html,"Jul 16, 2020"
98,America was in need of a rallying cry. Then Trump stepped up to the mic,//www.cnn.com/2020/07/16/world/meanwhile-in-america-july-15/index.html,"Jul 16, 2020"
99,"Siberian heatwave made 600 times more likely by climate change, experts find",//www.cnn.com/2020/07/16/world/siberia-heatwave-climate-change-intl-scli-scn/index.html,"Jul 16, 2020"
100,This flying photographer is documenting how humans are impacting the planet,//www.cnn.com/style/article/george-steinmetz-climate-change-c2e-spc/index.html,"Jul 16, 2020"
101,Black Lives Matter's surprising target: Los Angeles County's first Black district attorney,//www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,"Jul 10, 2020"
102,Ivanka Trump's tone-deaf Tuesday,//www.cnn.com/2020/07/15/opinions/ivanka-trump-tone-deaf-tuesday-psaki/index.html,"Jul 15, 2020"
103,Microsoft CEO: Broadband internet access is a 'fundamental right',//www.cnn.com/2020/07/15/tech/microsoft-land-olakes-broadband-access/index.html,"Jul 15, 2020"
104,"The world's methane emissions are at a record high, and burping cows are driving the rise",//www.cnn.com/2020/07/15/world/methane-emissions-record-scli-intl-scn/index.html,"Jul 15, 2020"
105,Trump offers denial and delusion as pandemic crisis overtakes his presidency,//www.cnn.com/2020/07/15/politics/donald-trump-coronavirus/index.html,"Jul 15, 2020"
106,US allies once seemed cowed by China. Now they're responding with rare coordination,//www.cnn.com/2020/07/14/world/china-world-coordinate-response-intl/index.html,"Jul 14, 2020"
107,Reckoning with the Trump effect on school reopening,//www.cnn.com/2020/07/15/opinions/trump-effect-school-reopening-mitchell/index.html,"Jul 15, 2020"
108,The wild deep: Discovering new species in Chilean Patagonia -- before they go extinct,//www.cnn.com/2020/07/15/world/vreni-haussermann-c2e-spc-scn-int/index.html,"Jul 15, 2020"
109,The latest on the coronavirus pandemic,//www.cnn.com/world/live-news/coronavirus-pandemic-07-14-20-intl/index.html,"Jul 13, 2020"
110,This flying photographer is documenting how humans are impacting the planet,//www.cnn.com/style/article/george-steinmetz-climate-change-c2e-spc/index.html,"Jul 16, 2020"
111,Black Lives Matter's surprising target: Los Angeles County's first Black district attorney,//www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,"Jul 10, 2020"
112,Ivanka Trump's tone-deaf Tuesday,//www.cnn.com/2020/07/15/opinions/ivanka-trump-tone-deaf-tuesday-psaki/index.html,"Jul 15, 2020"
113,Microsoft CEO: Broadband internet access is a 'fundamental right',//www.cnn.com/2020/07/15/tech/microsoft-land-olakes-broadband-access/index.html,"Jul 15, 2020"
114,"The world's methane emissions are at a record high, and burping cows are driving the rise",//www.cnn.com/2020/07/15/world/methane-emissions-record-scli-intl-scn/index.html,"Jul 15, 2020"
115,Trump offers denial and delusion as pandemic crisis overtakes his presidency,//www.cnn.com/2020/07/15/politics/donald-trump-coronavirus/index.html,"Jul 15, 2020"
116,US allies once seemed cowed by China. Now they're responding with rare coordination,//www.cnn.com/2020/07/14/world/china-world-coordinate-response-intl/index.html,"Jul 14, 2020"
117,Reckoning with the Trump effect on school reopening,//www.cnn.com/2020/07/15/opinions/trump-effect-school-reopening-mitchell/index.html,"Jul 15, 2020"
118,The wild deep: Discovering new species in Chilean Patagonia -- before they go extinct,//www.cnn.com/2020/07/15/world/vreni-haussermann-c2e-spc-scn-int/index.html,"Jul 15, 2020"
119,The latest on the coronavirus pandemic,//www.cnn.com/world/live-news/coronavirus-pandemic-07-14-20-intl/index.html,"Jul 13, 2020"
120,People are calling for museums to be abolished. Can whitewashed American history be rewritten?,//www.cnn.com/style/article/natural-history-museum-whitewashing-monuments-statues-trnd/index.html,"Jun 26, 2020"
121,"The hunger crisis linked to coronavirus could kill more people than the disease itself, Oxfam warns",//www.cnn.com/2020/07/12/us/hunger-crisis-deaths-coronavirus-oxfam-trnd/index.html,"Jul 12, 2020"
122,Trump ally battles a liberal challenger. Poland's deep divisions on show in presidential run-off vote,//www.cnn.com/2020/07/11/europe/poland-presidential-election-vote-europe-intl/index.html,"Jul 11, 2020"
123,Audubon Photography Award winners show birds at their best,//www.cnn.com/travel/article/audubon-photography-awards-birds-nature-trnd/index.html,"Jul 8, 2020"
124,The Russian whistleblower risking it all to expose the scale of an Arctic oil spill catastrophe,//www.cnn.com/2020/07/10/europe/arctic-oil-spill-russia-whistleblower-intl/index.html,"Jul 10, 2020"
125,"A rare heat wave event is forecast this weekend, the National Weather Service says",//www.cnn.com/2020/07/10/weather/southwest-record-high-temps-arizona-california-forecast/index.html,"Jul 10, 2020"
126,Trump's dream of a glitzy nominating convention is fading away,//www.cnn.com/2020/07/09/politics/gop-convention-trump-jacksonville/index.html,"Jul 9, 2020"
127,"NOAA issues a La Niña watch, the impetus for an active hurricane season",//www.cnn.com/2020/07/09/weather/la-nia-2020-watch-noaa-forecast-hurricane/index.html,"Jul 9, 2020"
128,"European hamster, North Atlantic right whale among latest species to become critically endangered",//www.cnn.com/2020/07/09/world/iucn-red-list-july-2020-spc-int/index.html,"Jul 9, 2020"
129,Global temperatures could exceed crucial 1.5 C target in the next five years,//www.cnn.com/2020/07/09/world/global-temperatures-wmo-climate-intl-scli/index.html,"Jul 9, 2020"
130,People are calling for museums to be abolished. Can whitewashed American history be rewritten?,//www.cnn.com/style/article/natural-history-museum-whitewashing-monuments-statues-trnd/index.html,"Jun 26, 2020"
131,"The hunger crisis linked to coronavirus could kill more people than the disease itself, Oxfam warns",//www.cnn.com/2020/07/12/us/hunger-crisis-deaths-coronavirus-oxfam-trnd/index.html,"Jul 12, 2020"
132,Trump ally battles a liberal challenger. Poland's deep divisions on show in presidential run-off vote,//www.cnn.com/2020/07/11/europe/poland-presidential-election-vote-europe-intl/index.html,"Jul 11, 2020"
133,Audubon Photography Award winners show birds at their best,//www.cnn.com/travel/article/audubon-photography-awards-birds-nature-trnd/index.html,"Jul 8, 2020"
134,The Russian whistleblower risking it all to expose the scale of an Arctic oil spill catastrophe,//www.cnn.com/2020/07/10/europe/arctic-oil-spill-russia-whistleblower-intl/index.html,"Jul 10, 2020"
135,"A rare heat wave event is forecast this weekend, the National Weather Service says",//www.cnn.com/2020/07/10/weather/southwest-record-high-temps-arizona-california-forecast/index.html,"Jul 10, 2020"
136,Trump's dream of a glitzy nominating convention is fading away,//www.cnn.com/2020/07/09/politics/gop-convention-trump-jacksonville/index.html,"Jul 9, 2020"
137,"NOAA issues a La Niña watch, the impetus for an active hurricane season",//www.cnn.com/2020/07/09/weather/la-nia-2020-watch-noaa-forecast-hurricane/index.html,"Jul 9, 2020"
138,"European hamster, North Atlantic right whale among latest species to become critically endangered",//www.cnn.com/2020/07/09/world/iucn-red-list-july-2020-spc-int/index.html,"Jul 9, 2020"
139,Global temperatures could exceed crucial 1.5 C target in the next five years,//www.cnn.com/2020/07/09/world/global-temperatures-wmo-climate-intl-scli/index.html,"Jul 9, 2020"
140,People are calling for museums to be abolished. Can whitewashed American history be rewritten?,//www.cnn.com/style/article/natural-history-museum-whitewashing-monuments-statues-trnd/index.html,"Jun 26, 2020"
141,"The hunger crisis linked to coronavirus could kill more people than the disease itself, Oxfam warns",//www.cnn.com/2020/07/12/us/hunger-crisis-deaths-coronavirus-oxfam-trnd/index.html,"Jul 12, 2020"
142,Trump ally battles a liberal challenger. Poland's deep divisions on show in presidential run-off vote,//www.cnn.com/2020/07/11/europe/poland-presidential-election-vote-europe-intl/index.html,"Jul 11, 2020"
143,Audubon Photography Award winners show birds at their best,//www.cnn.com/travel/article/audubon-photography-awards-birds-nature-trnd/index.html,"Jul 8, 2020"
144,The Russian whistleblower risking it all to expose the scale of an Arctic oil spill catastrophe,//www.cnn.com/2020/07/10/europe/arctic-oil-spill-russia-whistleblower-intl/index.html,"Jul 10, 2020"
145,"A rare heat wave event is forecast this weekend, the National Weather Service says",//www.cnn.com/2020/07/10/weather/southwest-record-high-temps-arizona-california-forecast/index.html,"Jul 10, 2020"
146,Trump's dream of a glitzy nominating convention is fading away,//www.cnn.com/2020/07/09/politics/gop-convention-trump-jacksonville/index.html,"Jul 9, 2020"
147,"NOAA issues a La Niña watch, the impetus for an active hurricane season",//www.cnn.com/2020/07/09/weather/la-nia-2020-watch-noaa-forecast-hurricane/index.html,"Jul 9, 2020"
148,"European hamster, North Atlantic right whale among latest species to become critically endangered",//www.cnn.com/2020/07/09/world/iucn-red-list-july-2020-spc-int/index.html,"Jul 9, 2020"
149,Global temperatures could exceed crucial 1.5 C target in the next five years,//www.cnn.com/2020/07/09/world/global-temperatures-wmo-climate-intl-scli/index.html,"Jul 9, 2020"
150,Online shopping can be worse for the environment than driving to a store,//www.cnn.com/2020/02/26/tech/greenhouse-gas-emissions-retail/index.html,"Feb 26, 2020"
151,We're failing the world's oceans. Businesses can help save them,//www.cnn.com/2019/06/14/perspectives/marc-benioff-marco-lambertini-oceans-businesses/index.html,"Jun 14, 2019"
152,The young conservatives who believe Greta Thunberg and want to bring Republicans with them,//www.cnn.com/2020/03/06/politics/young-green-republicans-climate-weir-wxc/index.html,"Mar 6, 2020"
153,"In these 'very dark times,' Jane Goodall explains why she is still hopeful",//www.cnn.com/2020/02/15/world/jane-goodall-interview-on-climate-change-trump-and-her-legacy/index.html,"Feb 15, 2020"
154,India has a looming air con headache. Does antiquity hold the solution?,//www.cnn.com/style/article/india-air-conditioning-ant-studio/index.html,"Dec 6, 2019"
155,White parents: Talk to your kids about racism to raise more empathic adults,//www.cnn.com/2020/07/07/health/white-parents-talk-racism-wellness-partner/index.html,"Jul 7, 2020"
156,Siberia had its warmest June ever as wildfires raged and carbon dioxide emissions surged,//www.cnn.com/2020/07/07/weather/siberia-arctic-temperature-wildfires-intl/index.html,"Jul 7, 2020"
157,Here's the best way to take care of your mental health during the pandemic,//www.cnn.com/2020/07/06/opinions/covid-19-mental-health-global-pandemic-murthy-chen/index.html,"Jul 6, 2020"
158,The GOP after Trump: a recipe for survival,//www.cnn.com/2020/07/06/opinions/the-republican-party-after-trump-dent/index.html,"Jul 6, 2020"
159,"Tammy Duckworth, now in VP spotlight, won't say if Biden should select a Black running mate",//www.cnn.com/2020/07/06/politics/tammy-duckworth-biden-vice-president/index.html,"Jul 6, 2020"
160,Online shopping can be worse for the environment than driving to a store,//www.cnn.com/2020/02/26/tech/greenhouse-gas-emissions-retail/index.html,"Feb 26, 2020"
161,We're failing the world's oceans. Businesses can help save them,//www.cnn.com/2019/06/14/perspectives/marc-benioff-marco-lambertini-oceans-businesses/index.html,"Jun 14, 2019"
162,The young conservatives who believe Greta Thunberg and want to bring Republicans with them,//www.cnn.com/2020/03/06/politics/young-green-republicans-climate-weir-wxc/index.html,"Mar 6, 2020"
163,"In these 'very dark times,' Jane Goodall explains why she is still hopeful",//www.cnn.com/2020/02/15/world/jane-goodall-interview-on-climate-change-trump-and-her-legacy/index.html,"Feb 15, 2020"
164,India has a looming air con headache. Does antiquity hold the solution?,//www.cnn.com/style/article/india-air-conditioning-ant-studio/index.html,"Dec 6, 2019"
165,White parents: Talk to your kids about racism to raise more empathic adults,//www.cnn.com/2020/07/07/health/white-parents-talk-racism-wellness-partner/index.html,"Jul 7, 2020"
166,Siberia had its warmest June ever as wildfires raged and carbon dioxide emissions surged,//www.cnn.com/2020/07/07/weather/siberia-arctic-temperature-wildfires-intl/index.html,"Jul 7, 2020"
167,Here's the best way to take care of your mental health during the pandemic,//www.cnn.com/2020/07/06/opinions/covid-19-mental-health-global-pandemic-murthy-chen/index.html,"Jul 6, 2020"
168,The GOP after Trump: a recipe for survival,//www.cnn.com/2020/07/06/opinions/the-republican-party-after-trump-dent/index.html,"Jul 6, 2020"
169,"Tammy Duckworth, now in VP spotlight, won't say if Biden should select a Black running mate",//www.cnn.com/2020/07/06/politics/tammy-duckworth-biden-vice-president/index.html,"Jul 6, 2020"
170,"The South Pole has been warming at three times the global average over the past 30 years, study says",//www.cnn.com/2020/06/29/weather/south-pole-record-warming-antarctica-intl-hnk/index.html,"Jun 29, 2020"
